2025-06-06T05:48:46.807Z [AUDIT] Token created by 'anonymous': tokenId='e4ea4a61-ac26-4177-8f35-ee482c0d3dda', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=none, refreshable=false
2025-06-06T11:50:52.433Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='9c3cf48a-cbe5-442c-ab72-b3d7a7a5ba43', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/jffe@01jx1whbjf25v712c2mrk11s4z', expiry=1749211252432, refreshable=false
2025-06-06T11:51:39.819Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='61115ac8-71c8-49ac-88cc-6f56c74caec0', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210819814, refreshable=false
2025-06-06T11:51:40.039Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='36490bc3-01ee-4565-910d-0211df4ef381', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210820037, refreshable=false
2025-06-06T11:51:40.122Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='73bf9464-983a-46f0-b9f6-3319ea2a3689', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210820121, refreshable=false
2025-06-06T11:51:40.187Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='ce27f9e2-7df7-4f07-80ce-5def322f5e70', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210820185, refreshable=false
2025-06-06T11:51:40.240Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='54865c51-04de-4f75-8197-2338cd4f6745', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210820240, refreshable=false
2025-06-06T11:51:40.300Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='130f0019-3b09-4f94-836e-c936103870b5', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210820298, refreshable=false
2025-06-06T11:51:40.358Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='471b4acf-21e2-4d51-a8ef-2d69497190e9', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210820357, refreshable=false
2025-06-06T11:51:40.411Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='b8753f79-27b1-471e-b8df-d16d7f3bfc7f', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210820410, refreshable=false
2025-06-06T11:51:40.478Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='ffd04bd1-3dd5-466b-ba6d-2e4558d3f01a', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210820477, refreshable=false
2025-06-06T11:52:39.759Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='8101ef54-796b-4823-bcf3-0a1ba04e4bb0', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210879757, refreshable=false
2025-06-06T11:52:39.906Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='2e5b449e-bfb3-43ed-b385-3efd39321672', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210879903, refreshable=false
2025-06-06T11:52:40.003Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='53ce5a39-1bd4-4751-ae9d-7bd720fa492c', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210880002, refreshable=false
2025-06-06T11:52:40.074Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='dbc54f67-347c-4d84-b8b0-3006fa71ad22', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210880073, refreshable=false
2025-06-06T11:52:40.147Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='e69c08a0-2766-42bf-9e2a-da0cd166c889', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210880146, refreshable=false
2025-06-06T11:52:40.212Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='8ebbc379-dd77-4044-a045-8a865b4d5777', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210880212, refreshable=false
2025-06-06T11:52:40.281Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='6e623b0e-dead-478b-8d55-ce9a545271c4', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210880280, refreshable=false
2025-06-06T11:52:40.344Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='49822702-d8b3-4c0e-8057-398275ed2a79', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210880343, refreshable=false
2025-06-06T11:52:40.405Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='f598e77b-9b36-4209-95a1-4cb55b5de417', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210880404, refreshable=false
2025-06-06T11:53:38.461Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='22737503-a492-4469-985d-9044fd7fcbea', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/admin', expiry=1749212618447, refreshable=true
2025-06-06T11:53:38.768Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='e41fa12c-76aa-42c5-ab5f-dbb282f8d079', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/admin', expiry=1749211418765, refreshable=false
2025-06-06T11:53:39.754Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='9c009d13-1495-4629-8264-96e3b74d0870', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210939744, refreshable=false
2025-06-06T11:53:39.835Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='e260894d-4abe-47fe-af0e-4ba162b3cf46', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210939832, refreshable=false
2025-06-06T11:53:40.032Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='92e747b2-43cc-4f03-9204-828dca33a9a3', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210940028, refreshable=false
2025-06-06T11:53:40.324Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='5d9d018b-5068-4d40-b924-0980b81e1b94', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210940323, refreshable=false
2025-06-06T11:53:40.472Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='5173c3c2-bea9-470a-87be-31884d68ebaf', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210940471, refreshable=false
2025-06-06T11:53:40.573Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='0c0831e6-1abe-420c-9994-88b114cadde5', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210940571, refreshable=false
2025-06-06T11:53:40.696Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='1eaf1c4e-8389-4aee-86bb-c81df2616ab9', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210940694, refreshable=false
2025-06-06T11:53:40.809Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='7b2b544e-8a00-466e-84f2-97451bb8c6bb', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210940807, refreshable=false
2025-06-06T11:53:40.906Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='52a22aa4-5d9f-45f8-85df-5f595d7d554b', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210940904, refreshable=false
2025-06-06T11:54:39.750Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='381791b3-c473-45ad-9aa2-0ad9607113f6', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210999748, refreshable=false
2025-06-06T11:54:39.854Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='1edfcbf9-4d71-4270-abc6-a0a5b38c4613', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210999852, refreshable=false
2025-06-06T11:54:39.961Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='b995a256-c9a2-46de-bf4b-244b2dbf1bc0', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210999961, refreshable=false
2025-06-06T11:54:40.060Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='159de7ec-c641-421d-aa0e-5f157053da81', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211000059, refreshable=false
2025-06-06T11:54:40.185Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='628edb7f-25f8-46d5-8609-d14c1df270a8', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211000184, refreshable=false
2025-06-06T11:54:40.252Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='b844f5e3-5d2c-49c5-b339-a4004589e64d', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211000251, refreshable=false
2025-06-06T11:54:40.320Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='531ac7fe-287d-4f60-8e38-7a003663b5c8', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211000318, refreshable=false
2025-06-06T11:54:40.394Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='19868245-6a68-45bb-852d-57d16eea2da9', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211000393, refreshable=false
2025-06-06T11:54:40.467Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='7aa44441-169a-49ca-8f47-70c359662291', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211000465, refreshable=false
2025-06-06T11:55:07.421Z [AUDIT] Token created by 'jfcon@01jx1whbjf25v712c2mrk11s4z': tokenId='b93e355d-b043-48fa-881a-dfc3cddf0d80', issuer='jfcon@01jx1whbjf25v712c2mrk11s4z', subject='jfcon@01jx1whbjf25v712c2mrk11s4z', expiry=1749214507410, refreshable=true
2025-06-06T11:55:11.044Z [AUDIT] Token created by 'jfcon@01jx1whbjf25v712c2mrk11s4z': tokenId='9fef8929-45a5-46f1-9eda-226720cad206', issuer='jfcon@01jx1whbjf25v712c2mrk11s4z', subject='jfcon@01jx1whbjf25v712c2mrk11s4z', expiry=1749214511035, refreshable=true
2025-06-06T11:55:17.174Z [AUDIT] Token created by 'jfcon@01jx1whbjf25v712c2mrk11s4z': tokenId='7013dbb4-80c4-43a4-b783-a0126f770c7f', issuer='jfcon@01jx1whbjf25v712c2mrk11s4z', subject='jfcon@01jx1whbjf25v712c2mrk11s4z', expiry=1749214517166, refreshable=true
2025-06-06T11:55:29.302Z [AUDIT] Token created by 'jfcon@01jx1whbjf25v712c2mrk11s4z': tokenId='861f738b-2998-46f9-b0fc-4b23e7efbfb8', issuer='jfcon@01jx1whbjf25v712c2mrk11s4z', subject='jfcon@01jx1whbjf25v712c2mrk11s4z', expiry=1749214529292, refreshable=true
2025-06-06T11:55:39.748Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='a99d309c-6788-4ae9-a933-9deeefb3e35c', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211059746, refreshable=false
2025-06-06T11:55:39.837Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='dc1cf490-300a-4606-be3b-42bf1fccd791', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211059835, refreshable=false
2025-06-06T11:55:39.966Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='1c7b13a2-42b6-4bf3-ae02-389ac09159e4', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211059964, refreshable=false
2025-06-06T11:55:40.101Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='a0b19344-634d-4da8-96f5-a3df083176b5', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211060099, refreshable=false
2025-06-06T11:55:40.200Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='113ef599-f7a5-4543-bb85-957e14431369', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211060199, refreshable=false
2025-06-06T11:55:40.260Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='f303005f-ffa8-4b77-8b87-8895220c9698', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211060259, refreshable=false
2025-06-06T11:55:40.317Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='f6e7ce40-e65c-41a7-acb0-fbc19d3c8bc7', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211060317, refreshable=false
2025-06-06T11:55:40.370Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='0ef30830-bdec-4cd2-ad89-28eb60aee778', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211060369, refreshable=false
2025-06-06T11:55:40.482Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='2d737982-2abf-462d-92a0-a2acfb5324d4', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211060481, refreshable=false
2025-06-06T11:55:53.471Z [AUDIT] Token created by 'jfcon@01jx1whbjf25v712c2mrk11s4z': tokenId='c120ce05-90c4-49af-a8d7-d0a76d1a36b4', issuer='jfcon@01jx1whbjf25v712c2mrk11s4z', subject='jfcon@01jx1whbjf25v712c2mrk11s4z', expiry=1749214553464, refreshable=true
2025-06-06T11:56:39.749Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='df1b0520-1402-43da-a4f6-d854cdd2d495', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211119748, refreshable=false
2025-06-06T11:56:39.838Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='ceac50cf-325e-4abb-ae39-77693db97fe6', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211119835, refreshable=false
2025-06-06T11:56:39.968Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='db91de2b-9e78-47d0-a2bc-bb244634889c', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211119964, refreshable=false
2025-06-06T11:56:40.085Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='6842aaee-8533-4dbe-b2d0-7952ffa29cc5', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211120083, refreshable=false
2025-06-06T11:56:40.220Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='88f153de-b17c-4047-822c-70796afe5836', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211120219, refreshable=false
2025-06-06T11:56:40.336Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='50ecd5b5-dbdd-439c-8903-588761c47fa9', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211120335, refreshable=false
2025-06-06T11:56:40.415Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='f5dbec18-9a35-497d-86c7-88a0d9f4cc0c', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211120414, refreshable=false
2025-06-06T11:56:40.467Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='83a9da4b-52a2-473a-86b0-eccf089fb2f5', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211120466, refreshable=false
2025-06-06T11:56:40.525Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='60f61d6a-b9b0-4d90-8754-e3b1606a879c', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211120524, refreshable=false
2025-06-06T11:56:41.598Z [AUDIT] Token created by 'jfcon@01jx1whbjf25v712c2mrk11s4z': tokenId='88eb13d0-f1a8-49a0-9d51-3da8bad6c1cc', issuer='jfcon@01jx1whbjf25v712c2mrk11s4z', subject='jfcon@01jx1whbjf25v712c2mrk11s4z', expiry=1749214601588, refreshable=true
2025-06-06T11:57:39.749Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='22e8bb19-b712-4203-95a1-f424fce53610', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211179747, refreshable=false
2025-06-06T11:57:39.831Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='aeadb442-43b0-49db-9c9f-a073fbf4dbbc', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211179829, refreshable=false
2025-06-06T11:57:39.958Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='06ede085-0b8d-499f-9d88-13657a6b3399', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211179957, refreshable=false
2025-06-06T11:57:40.077Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='cf728faf-905a-45f8-bb39-11e2f4d0cc9f', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211180075, refreshable=false
2025-06-06T11:57:40.162Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='c3ef7e02-9a61-43fa-9bba-883f49b59c09', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211180161, refreshable=false
2025-06-06T11:57:40.217Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='7f3c0785-a7c1-4e46-97d0-02e8608803d1', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211180217, refreshable=false
2025-06-06T11:57:40.270Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='e148e334-5a80-4d7c-ba46-31f6e36e8bec', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211180269, refreshable=false
2025-06-06T11:57:40.327Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='136cdc21-b038-44f7-bbca-9f0c85f19639', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211180326, refreshable=false
2025-06-06T11:57:40.379Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='8d694b2d-c8c1-42b3-8bcc-07c356af1c60', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211180378, refreshable=false
2025-06-06T11:58:17.717Z [AUDIT] Token created by 'jfcon@01jx1whbjf25v712c2mrk11s4z': tokenId='5552a7f7-4c3a-4bca-b87b-a180fb761ea5', issuer='jfcon@01jx1whbjf25v712c2mrk11s4z', subject='jfcon@01jx1whbjf25v712c2mrk11s4z', expiry=1749214697709, refreshable=true
2025-06-06T11:58:39.752Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='2fd1a72b-5de6-4518-a814-564e137f5056', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211239750, refreshable=false
2025-06-06T11:58:39.843Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='2b60348e-c6db-48b3-85d5-deabe147725b', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211239842, refreshable=false
2025-06-06T11:58:39.964Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='26e67ae2-e899-4177-bb8b-8828a608a492', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211239962, refreshable=false
2025-06-06T11:58:40.089Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='cc71a6a1-5f0d-45a8-91b3-8bc3dd1cea56', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211240087, refreshable=false
2025-06-06T11:58:40.218Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='83fcc671-fe21-4df3-bb65-4ab248eae573', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211240217, refreshable=false
2025-06-06T11:58:40.289Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='9b4b8a02-b7f3-4124-8c4e-e03d1380b794', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211240289, refreshable=false
2025-06-06T11:58:40.347Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='71670abf-93ab-4da7-81a4-5e3f04946edb', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211240346, refreshable=false
2025-06-06T11:58:40.397Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='2037f820-e21e-47d6-9480-6fd705ff321e', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211240396, refreshable=false
2025-06-06T11:58:40.448Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='b4da4bff-04d7-4fa6-a01f-2249be2823b8', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211240447, refreshable=false
2025-06-06T11:59:13.925Z [AUDIT] Token refreshed by 'jffe@01jx1whbjf25v712c2mrk11s4z': oldTokenId='22737503-a492-4469-985d-9044fd7fcbea', tokenId='988786d3-9b78-4b4d-b1ae-49fe40861c12', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/admin', expiry=1749212953921, refreshable=true
2025-06-06T11:59:39.746Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='3f582260-6750-46a5-a3f6-4dad08bb92be', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211299743, refreshable=false
2025-06-06T11:59:39.833Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='15d206e1-ca1f-410c-a1c5-03faf6ba699b', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211299832, refreshable=false
2025-06-06T11:59:39.907Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='464ca5c5-d7cf-4631-950d-8b74c13779b3', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211299906, refreshable=false
2025-06-06T11:59:40.026Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='97c0f5da-7908-4d56-9fda-790f3017de96', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211300024, refreshable=false
2025-06-06T11:59:40.123Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='cd6f3196-e453-46a5-8eb3-30dc8a89d767', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211300115, refreshable=false
2025-06-06T11:59:40.300Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='933f3bef-3104-4c52-ac15-0bdee3489252', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211300298, refreshable=false
